City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),lat,lng
Redding (Ca),2019,,11.55,,40.6067,-94.3863
Reno (Nv),2010,,19.7,30.6,39.5497,-119.8483
Reno (Nv),2010,,19.7,30.6,33.6659,-95.4768
Reno (Nv),2010,,19.7,30.6,39.3769,-81.3933
Reno (Nv),2011,,,31.3,39.5497,-119.8483
Reno (Nv),2011,,,31.3,33.6659,-95.4768
Reno (Nv),2011,,,31.3,39.3769,-81.3933
Reno (Nv),2012,,,26.5,39.5497,-119.8483
Reno (Nv),2012,,,26.5,33.6659,-95.4768
Reno (Nv),2012,,,26.5,39.3769,-81.3933
Reno (Nv),2013,,25.5,30.1,39.5497,-119.8483
Reno (Nv),2013,,25.5,30.1,33.6659,-95.4768
Reno (Nv),2013,,25.5,30.1,39.3769,-81.3933
Reno (Nv),2015,,,26.5,39.5497,-119.8483
Reno (Nv),2015,,,26.5,33.6659,-95.4768
Reno (Nv),2015,,,26.5,39.3769,-81.3933
Reno (Nv),2018,,,24.1,39.5497,-119.8483
Reno (Nv),2018,,,24.1,33.6659,-95.4768
Reno (Nv),2018,,,24.1,39.3769,-81.3933
Reno (Nv),2019,3.0,,21.4,39.5497,-119.8483
Reno (Nv),2019,3.0,,21.4,33.6659,-95.4768
Reno (Nv),2019,3.0,,21.4,39.3769,-81.3933
Richmond (Va),2010,,,21.0,37.5295,-77.4756
Richmond (Va),2010,,,21.0,37.9477,-122.3389
Richmond (Va),2010,,,21.0,39.8318,-84.8905
Richmond (Va),2010,,,21.0,37.7307,-84.2925
Richmond (Va),2010,,,21.0,29.5824,-95.7563
Richmond (Va),2010,,,21.0,39.2755,-93.9729
Richmond (Va),2010,,,21.0,42.8094,-82.7518
Richmond (Va),2010,,,21.0,41.9231,-111.8076
Richmond (Va),2010,,,21.0,42.4639,-88.3093
Richmond (Va),2010,,,21.0,45.4547,-94.5135
Richmond (Va),2010,,,21.0,40.4327,-80.7718
Richmond (Va),2010,,,21.0,38.4004,-95.252
Richmond (Va),2010,,,21.0,32.3884,-91.1804
Richmond (Va),2014,,11.3,,37.5295,-77.4756
Richmond (Va),2014,,11.3,,37.9477,-122.3389
Richmond (Va),2014,,11.3,,39.8318,-84.8905
Richmond (Va),2014,,11.3,,37.7307,-84.2925
Richmond (Va),2014,,11.3,,29.5824,-95.7563
Richmond (Va),2014,,11.3,,39.2755,-93.9729
Richmond (Va),2014,,11.3,,42.8094,-82.7518
Richmond (Va),2014,,11.3,,41.9231,-111.8076
Richmond (Va),2014,,11.3,,42.4639,-88.3093
Richmond (Va),2014,,11.3,,45.4547,-94.5135
Richmond (Va),2014,,11.3,,40.4327,-80.7718
Richmond (Va),2014,,11.3,,38.4004,-95.252
Richmond (Va),2014,,11.3,,32.3884,-91.1804
Richmond (Va),2015,,11.4,15.1,37.5295,-77.4756
Richmond (Va),2015,,11.4,15.1,37.9477,-122.3389
Richmond (Va),2015,,11.4,15.1,39.8318,-84.8905
Richmond (Va),2015,,11.4,15.1,37.7307,-84.2925
Richmond (Va),2015,,11.4,15.1,29.5824,-95.7563
Richmond (Va),2015,,11.4,15.1,39.2755,-93.9729
Richmond (Va),2015,,11.4,15.1,42.8094,-82.7518
Richmond (Va),2015,,11.4,15.1,41.9231,-111.8076
Richmond (Va),2015,,11.4,15.1,42.4639,-88.3093
Richmond (Va),2015,,11.4,15.1,45.4547,-94.5135
Richmond (Va),2015,,11.4,15.1,40.4327,-80.7718
Richmond (Va),2015,,11.4,15.1,38.4004,-95.252
Richmond (Va),2015,,11.4,15.1,32.3884,-91.1804
Richmond (Va),2016,,,9.65,37.5295,-77.4756
Richmond (Va),2016,,,9.65,37.9477,-122.3389
Richmond (Va),2016,,,9.65,39.8318,-84.8905
Richmond (Va),2016,,,9.65,37.7307,-84.2925
Richmond (Va),2016,,,9.65,29.5824,-95.7563
Richmond (Va),2016,,,9.65,39.2755,-93.9729
Richmond (Va),2016,,,9.65,42.8094,-82.7518
Richmond (Va),2016,,,9.65,41.9231,-111.8076
Richmond (Va),2016,,,9.65,42.4639,-88.3093
Richmond (Va),2016,,,9.65,45.4547,-94.5135
Richmond (Va),2016,,,9.65,40.4327,-80.7718
Richmond (Va),2016,,,9.65,38.4004,-95.252
Richmond (Va),2016,,,9.65,32.3884,-91.1804
Richmond (Va),2017,,,7.2,37.5295,-77.4756
Richmond (Va),2017,,,7.2,37.9477,-122.3389
Richmond (Va),2017,,,7.2,39.8318,-84.8905
Richmond (Va),2017,,,7.2,37.7307,-84.2925
Richmond (Va),2017,,,7.2,29.5824,-95.7563
Richmond (Va),2017,,,7.2,39.2755,-93.9729
Richmond (Va),2017,,,7.2,42.8094,-82.7518
Richmond (Va),2017,,,7.2,41.9231,-111.8076
Richmond (Va),2017,,,7.2,42.4639,-88.3093
Richmond (Va),2017,,,7.2,45.4547,-94.5135
Richmond (Va),2017,,,7.2,40.4327,-80.7718
Richmond (Va),2017,,,7.2,38.4004,-95.252
Richmond (Va),2017,,,7.2,32.3884,-91.1804
Richmond (Va),2018,,,9.4,37.5295,-77.4756
Richmond (Va),2018,,,9.4,37.9477,-122.3389
Richmond (Va),2018,,,9.4,39.8318,-84.8905
Richmond (Va),2018,,,9.4,37.7307,-84.2925
Richmond (Va),2018,,,9.4,29.5824,-95.7563
Richmond (Va),2018,,,9.4,39.2755,-93.9729
Richmond (Va),2018,,,9.4,42.8094,-82.7518
Richmond (Va),2018,,,9.4,41.9231,-111.8076
Richmond (Va),2018,,,9.4,42.4639,-88.3093
Richmond (Va),2018,,,9.4,45.4547,-94.5135
Richmond (Va),2018,,,9.4,40.4327,-80.7718
Richmond (Va),2018,,,9.4,38.4004,-95.252
Richmond (Va),2018,,,9.4,32.3884,-91.1804
Richmond (Va),2019,,9.5,,37.5295,-77.4756
Richmond (Va),2019,,9.5,,37.9477,-122.3389
Richmond (Va),2019,,9.5,,39.8318,-84.8905
Richmond (Va),2019,,9.5,,37.7307,-84.2925
Richmond (Va),2019,,9.5,,29.5824,-95.7563
Richmond (Va),2019,,9.5,,39.2755,-93.9729
Richmond (Va),2019,,9.5,,42.8094,-82.7518
Richmond (Va),2019,,9.5,,41.9231,-111.8076
Richmond (Va),2019,,9.5,,42.4639,-88.3093
Richmond (Va),2019,,9.5,,45.4547,-94.5135
Richmond (Va),2019,,9.5,,40.4327,-80.7718
Richmond (Va),2019,,9.5,,38.4004,-95.252
Richmond (Va),2019,,9.5,,32.3884,-91.1804
Riverside-San Bernardino-Ontario (Ca),2010,14.2,32.28,26.69,,
Riverside-San Bernardino-Ontario (Ca),2011,11.15,30.0,29.59,,
Riverside-San Bernardino-Ontario (Ca),2012,12.16,28.62,26.15,,
Riverside-San Bernardino-Ontario (Ca),2013,12.57,30.45,25.2,,
Riverside-San Bernardino-Ontario (Ca),2014,10.6,33.99,21.84,,
Riverside-San Bernardino-Ontario (Ca),2015,10.54,31.11,21.26,,
Riverside-San Bernardino-Ontario (Ca),2016,11.02,32.39,22.01,,
Riverside-San Bernardino-Ontario (Ca),2017,10.8,30.57,20.37,,
Riverside-San Bernardino-Ontario (Ca),2018,11.9,30.52,21.39,,
Riverside-San Bernardino-Ontario (Ca),2019,10.64,27.03,20.19,,
Riverton (Wy),2010,,20.2,1.15,40.5176,-111.9636
Riverton (Wy),2010,,20.2,1.15,43.0421,-108.4144
Riverton (Wy),2010,,20.2,1.15,39.8456,-89.5363
Riverton (Wy),2010,,20.2,1.15,40.0115,-75.0148
Riverton (Wy),2010,,20.2,1.15,37.0732,-94.706
Riverton (Wy),2010,,20.2,1.15,41.9631,-73.0166
Riverton (Wy),2010,,20.2,1.15,40.6871,-95.5686
Riverton (Wy),2010,,20.2,1.15,46.4584,-94.0488
Riverton (Wy),2010,,20.2,1.15,40.0897,-98.7597
Riverton (Wy),2011,,9.8,1.4,40.5176,-111.9636
Riverton (Wy),2011,,9.8,1.4,43.0421,-108.4144
Riverton (Wy),2011,,9.8,1.4,39.8456,-89.5363
Riverton (Wy),2011,,9.8,1.4,40.0115,-75.0148
Riverton (Wy),2011,,9.8,1.4,37.0732,-94.706
Riverton (Wy),2011,,9.8,1.4,41.9631,-73.0166
Riverton (Wy),2011,,9.8,1.4,40.6871,-95.5686
Riverton (Wy),2011,,9.8,1.4,46.4584,-94.0488
Riverton (Wy),2011,,9.8,1.4,40.0897,-98.7597
Riverton (Wy),2012,,8.7,1.5,40.5176,-111.9636
Riverton (Wy),2012,,8.7,1.5,43.0421,-108.4144
Riverton (Wy),2012,,8.7,1.5,39.8456,-89.5363
Riverton (Wy),2012,,8.7,1.5,40.0115,-75.0148
Riverton (Wy),2012,,8.7,1.5,37.0732,-94.706
Riverton (Wy),2012,,8.7,1.5,41.9631,-73.0166
Riverton (Wy),2012,,8.7,1.5,40.6871,-95.5686
Riverton (Wy),2012,,8.7,1.5,46.4584,-94.0488
Riverton (Wy),2012,,8.7,1.5,40.0897,-98.7597
Riverton (Wy),2013,,5.4,1.5,40.5176,-111.9636
Riverton (Wy),2013,,5.4,1.5,43.0421,-108.4144
Riverton (Wy),2013,,5.4,1.5,39.8456,-89.5363
Riverton (Wy),2013,,5.4,1.5,40.0115,-75.0148
Riverton (Wy),2013,,5.4,1.5,37.0732,-94.706
Riverton (Wy),2013,,5.4,1.5,41.9631,-73.0166
Riverton (Wy),2013,,5.4,1.5,40.6871,-95.5686
Riverton (Wy),2013,,5.4,1.5,46.4584,-94.0488
Riverton (Wy),2013,,5.4,1.5,40.0897,-98.7597
Riverton (Wy),2014,,,1.2,40.5176,-111.9636
Riverton (Wy),2014,,,1.2,43.0421,-108.4144
Riverton (Wy),2014,,,1.2,39.8456,-89.5363
Riverton (Wy),2014,,,1.2,40.0115,-75.0148
Riverton (Wy),2014,,,1.2,37.0732,-94.706
Riverton (Wy),2014,,,1.2,41.9631,-73.0166
Riverton (Wy),2014,,,1.2,40.6871,-95.5686
Riverton (Wy),2014,,,1.2,46.4584,-94.0488
Riverton (Wy),2014,,,1.2,40.0897,-98.7597
Riverton (Wy),2015,,6.1,1.0,40.5176,-111.9636
Riverton (Wy),2015,,6.1,1.0,43.0421,-108.4144
Riverton (Wy),2015,,6.1,1.0,39.8456,-89.5363
Riverton (Wy),2015,,6.1,1.0,40.0115,-75.0148
Riverton (Wy),2015,,6.1,1.0,37.0732,-94.706
Riverton (Wy),2015,,6.1,1.0,41.9631,-73.0166
Riverton (Wy),2015,,6.1,1.0,40.6871,-95.5686
Riverton (Wy),2015,,6.1,1.0,46.4584,-94.0488
Riverton (Wy),2015,,6.1,1.0,40.0897,-98.7597
Riverton (Wy),2016,,,1.1,40.5176,-111.9636
Riverton (Wy),2016,,,1.1,43.0421,-108.4144
Riverton (Wy),2016,,,1.1,39.8456,-89.5363
Riverton (Wy),2016,,,1.1,40.0115,-75.0148
Riverton (Wy),2016,,,1.1,37.0732,-94.706
Riverton (Wy),2016,,,1.1,41.9631,-73.0166
Riverton (Wy),2016,,,1.1,40.6871,-95.5686
Riverton (Wy),2016,,,1.1,46.4584,-94.0488
Riverton (Wy),2016,,,1.1,40.0897,-98.7597
Riverton (Wy),2017,,7.0,0.65,40.5176,-111.9636
Riverton (Wy),2017,,7.0,0.65,43.0421,-108.4144
Riverton (Wy),2017,,7.0,0.65,39.8456,-89.5363
Riverton (Wy),2017,,7.0,0.65,40.0115,-75.0148
Riverton (Wy),2017,,7.0,0.65,37.0732,-94.706
Riverton (Wy),2017,,7.0,0.65,41.9631,-73.0166
Riverton (Wy),2017,,7.0,0.65,40.6871,-95.5686
Riverton (Wy),2017,,7.0,0.65,46.4584,-94.0488
Riverton (Wy),2017,,7.0,0.65,40.0897,-98.7597
Riverton (Wy),2018,,6.0,0.65,40.5176,-111.9636
Riverton (Wy),2018,,6.0,0.65,43.0421,-108.4144
Riverton (Wy),2018,,6.0,0.65,39.8456,-89.5363
Riverton (Wy),2018,,6.0,0.65,40.0115,-75.0148
Riverton (Wy),2018,,6.0,0.65,37.0732,-94.706
Riverton (Wy),2018,,6.0,0.65,41.9631,-73.0166
Riverton (Wy),2018,,6.0,0.65,40.6871,-95.5686
Riverton (Wy),2018,,6.0,0.65,46.4584,-94.0488
Riverton (Wy),2018,,6.0,0.65,40.0897,-98.7597
Riverton (Wy),2019,,9.25,0.5,40.5176,-111.9636
Riverton (Wy),2019,,9.25,0.5,43.0421,-108.4144
Riverton (Wy),2019,,9.25,0.5,39.8456,-89.5363
Riverton (Wy),2019,,9.25,0.5,40.0115,-75.0148
Riverton (Wy),2019,,9.25,0.5,37.0732,-94.706
Riverton (Wy),2019,,9.25,0.5,41.9631,-73.0166
Riverton (Wy),2019,,9.25,0.5,40.6871,-95.5686
Riverton (Wy),2019,,9.25,0.5,46.4584,-94.0488
Riverton (Wy),2019,,9.25,0.5,40.0897,-98.7597
Roanoke (Va),2015,,,9.0,37.2785,-79.9581
Roanoke (Va),2015,,,9.0,33.0144,-97.2276
Roanoke (Va),2015,,,9.0,33.1453,-85.3694
Roanoke (Va),2015,,,9.0,40.7968,-89.2023
Roanoke (Va),2015,,,9.0,40.964,-85.3761
Roanoke (Va),2015,,,9.0,30.2356,-92.7481
Roanoke (Va),2016,,,10.8,37.2785,-79.9581
Roanoke (Va),2016,,,10.8,33.0144,-97.2276
Roanoke (Va),2016,,,10.8,33.1453,-85.3694
Roanoke (Va),2016,,,10.8,40.7968,-89.2023
Roanoke (Va),2016,,,10.8,40.964,-85.3761
Roanoke (Va),2016,,,10.8,30.2356,-92.7481
Rock Springs (Wy),2010,,12.5,,41.5947,-109.2209
Rock Springs (Wy),2010,,12.5,,35.6188,-108.8345
Rock Springs (Wy),2010,,12.5,,43.479,-89.9177
Rock Springs (Wy),2011,,9.53,8.3,41.5947,-109.2209
Rock Springs (Wy),2011,,9.53,8.3,35.6188,-108.8345
Rock Springs (Wy),2011,,9.53,8.3,43.479,-89.9177
Rock Springs (Wy),2012,,10.95,3.7,41.5947,-109.2209
Rock Springs (Wy),2012,,10.95,3.7,35.6188,-108.8345
Rock Springs (Wy),2012,,10.95,3.7,43.479,-89.9177
Rock Springs (Wy),2013,,10.05,,41.5947,-109.2209
Rock Springs (Wy),2013,,10.05,,35.6188,-108.8345
Rock Springs (Wy),2013,,10.05,,43.479,-89.9177
Rock Springs (Wy),2014,,12.02,,41.5947,-109.2209
Rock Springs (Wy),2014,,12.02,,35.6188,-108.8345
Rock Springs (Wy),2014,,12.02,,43.479,-89.9177
Rock Springs (Wy),2015,,8.22,6.5,41.5947,-109.2209
Rock Springs (Wy),2015,,8.22,6.5,35.6188,-108.8345
Rock Springs (Wy),2015,,8.22,6.5,43.479,-89.9177
Rock Springs (Wy),2016,,7.9,,41.5947,-109.2209
Rock Springs (Wy),2016,,7.9,,35.6188,-108.8345
Rock Springs (Wy),2016,,7.9,,43.479,-89.9177
Rock Springs (Wy),2017,,7.7,,41.5947,-109.2209
Rock Springs (Wy),2017,,7.7,,35.6188,-108.8345
Rock Springs (Wy),2017,,7.7,,43.479,-89.9177
Rock Springs (Wy),2018,,17.35,6.1,41.5947,-109.2209
Rock Springs (Wy),2018,,17.35,6.1,35.6188,-108.8345
Rock Springs (Wy),2018,,17.35,6.1,43.479,-89.9177
Rock Springs (Wy),2019,,9.22,,41.5947,-109.2209
Rock Springs (Wy),2019,,9.22,,35.6188,-108.8345
Rock Springs (Wy),2019,,9.22,,43.479,-89.9177
Rutland (Vt),2012,,,14.0,43.6092,-72.9783
Rutland (Vt),2012,,,14.0,39.0412,-82.1285
Rutland (Vt),2012,,,14.0,40.9838,-89.0413
Rutland (Vt),2012,,,14.0,42.7614,-94.2952
Rutland (Vt),2012,,,14.0,46.0543,-97.5068
Rutland (Vt),2015,,,14.1,43.6092,-72.9783
Rutland (Vt),2015,,,14.1,39.0412,-82.1285
Rutland (Vt),2015,,,14.1,40.9838,-89.0413
Rutland (Vt),2015,,,14.1,42.7614,-94.2952
Rutland (Vt),2015,,,14.1,46.0543,-97.5068
Rutland (Vt),2018,,,13.0,43.6092,-72.9783
Rutland (Vt),2018,,,13.0,39.0412,-82.1285
Rutland (Vt),2018,,,13.0,40.9838,-89.0413
Rutland (Vt),2018,,,13.0,42.7614,-94.2952
Rutland (Vt),2018,,,13.0,46.0543,-97.5068
Sacramento--Roseville--Arden-Arcade (Ca),2010,,18.0,12.68,,
Sacramento--Roseville--Arden-Arcade (Ca),2011,,20.15,14.65,,
Sacramento--Roseville--Arden-Arcade (Ca),2012,7.5,16.5,13.44,,
Sacramento--Roseville--Arden-Arcade (Ca),2013,9.0,20.24,13.78,,
Sacramento--Roseville--Arden-Arcade (Ca),2014,7.78,13.53,11.16,,
Sacramento--Roseville--Arden-Arcade (Ca),2015,8.7,10.0,11.43,,
Sacramento--Roseville--Arden-Arcade (Ca),2016,,14.78,9.6,,
Sacramento--Roseville--Arden-Arcade (Ca),2017,7.2,15.83,9.12,,
Sacramento--Roseville--Arden-Arcade (Ca),2018,12.35,25.0,8.57,,
Sacramento--Roseville--Arden-Arcade (Ca),2019,7.17,19.67,7.88,,
Salinas (Ca),2010,,,11.4,36.6883,-121.6317
Salinas (Ca),2010,,,11.4,17.9778,-66.2962
Salinas (Ca),2011,6.3,23.9,11.5,36.6883,-121.6317
Salinas (Ca),2011,6.3,23.9,11.5,17.9778,-66.2962
Salinas (Ca),2012,5.8,24.1,9.8,36.6883,-121.6317
Salinas (Ca),2012,5.8,24.1,9.8,17.9778,-66.2962
Salinas (Ca),2013,6.65,,10.0,36.6883,-121.6317
Salinas (Ca),2013,6.65,,10.0,17.9778,-66.2962
Salinas (Ca),2014,3.9,25.3,8.5,36.6883,-121.6317
Salinas (Ca),2014,3.9,25.3,8.5,17.9778,-66.2962
Salinas (Ca),2015,,,8.6,36.6883,-121.6317
Salinas (Ca),2015,,,8.6,17.9778,-66.2962
Salinas (Ca),2016,6.05,25.2,8.3,36.6883,-121.6317
Salinas (Ca),2016,6.05,25.2,8.3,17.9778,-66.2962
Salinas (Ca),2017,5.8,,8.3,36.6883,-121.6317
Salinas (Ca),2017,5.8,,8.3,17.9778,-66.2962
Salinas (Ca),2018,6.2,28.2,8.5,36.6883,-121.6317
Salinas (Ca),2018,6.2,28.2,8.5,17.9778,-66.2962
Salinas (Ca),2019,3.7,,7.4,36.6883,-121.6317
Salinas (Ca),2019,3.7,,7.4,17.9778,-66.2962
Salisbury (Md-De),2010,9.9,,,38.3756,-75.5865
Salisbury (Md-De),2010,9.9,,,35.6658,-80.4905
Salisbury (Md-De),2010,9.9,,,40.7454,-73.5604
Salisbury (Md-De),2010,9.9,,,39.4233,-92.8025
Salisbury (Md-De),2010,9.9,,,39.7535,-79.0844
Salt Lake City (Ut),2010,,25.7,,40.7776,-111.9311
Salt Lake City (Ut),2011,,,34.2,40.7776,-111.9311
Salt Lake City (Ut),2012,,,30.6,40.7776,-111.9311
Salt Lake City (Ut),2013,12.7,,,40.7776,-111.9311
Salt Lake City (Ut),2014,,17.95,26.5,40.7776,-111.9311
Salt Lake City (Ut),2015,,16.3,29.4,40.7776,-111.9311
Salt Lake City (Ut),2016,,,34.0,40.7776,-111.9311
Salt Lake City (Ut),2018,,,28.4,40.7776,-111.9311
Salt Lake City (Ut),2019,,,27.0,40.7776,-111.9311
San Andreas (Na),2010,6.7,,,38.1911,-120.6763
San Andreas (Na),2011,9.1,,,38.1911,-120.6763
San Andreas (Na),2012,7.0,,,38.1911,-120.6763
San Andreas (Na),2014,7.9,,,38.1911,-120.6763
San Andreas (Na),2018,14.6,,,38.1911,-120.6763
San Andreas (Na),2019,5.5,,,38.1911,-120.6763
San Antonio-New Braunfels (Tx),2010,,,7.2,,
San Antonio-New Braunfels (Tx),2011,,22.9,8.7,,
San Antonio-New Braunfels (Tx),2013,,18.5,6.4,,
San Antonio-New Braunfels (Tx),2015,,,7.8,,
San Antonio-New Braunfels (Tx),2017,,21.4,,,
San Antonio-New Braunfels (Tx),2018,,20.8,,,
San Diego-Carlsbad (Ca),2010,4.8,26.9,17.4,,
San Diego-Carlsbad (Ca),2011,,23.05,16.03,,
San Diego-Carlsbad (Ca),2012,9.8,21.0,13.15,,
San Diego-Carlsbad (Ca),2013,8.7,23.6,16.27,,
San Diego-Carlsbad (Ca),2014,8.1,22.7,16.07,,
San Diego-Carlsbad (Ca),2015,7.2,27.25,14.47,,
San Diego-Carlsbad (Ca),2016,,26.65,13.43,,
San Diego-Carlsbad (Ca),2017,,22.63,13.38,,
San Diego-Carlsbad (Ca),2018,10.0,23.1,10.87,,
San Diego-Carlsbad (Ca),2019,13.7,25.05,13.1,,
San Francisco-Oakland-Hayward (Ca),2010,8.3,14.4,20.68,,
San Francisco-Oakland-Hayward (Ca),2011,9.03,16.27,21.8,,
San Francisco-Oakland-Hayward (Ca),2012,8.05,13.0,19.9,,
San Francisco-Oakland-Hayward (Ca),2013,9.85,15.65,21.11,,
San Francisco-Oakland-Hayward (Ca),2014,7.45,14.9,18.54,,
San Francisco-Oakland-Hayward (Ca),2015,5.7,14.97,18.5,,
San Francisco-Oakland-Hayward (Ca),2016,6.0,13.45,15.8,,
San Francisco-Oakland-Hayward (Ca),2017,10.7,18.8,16.87,,
San Francisco-Oakland-Hayward (Ca),2018,11.76,18.0,16.43,,
San Francisco-Oakland-Hayward (Ca),2019,6.55,14.4,15.01,,
San Jose-Sunnyvale-Santa Clara (Ca),2010,5.7,18.5,,,
San Jose-Sunnyvale-Santa Clara (Ca),2011,,,27.8,,
San Jose-Sunnyvale-Santa Clara (Ca),2012,6.1,18.2,24.9,,
San Jose-Sunnyvale-Santa Clara (Ca),2013,12.4,20.8,28.5,,
San Jose-Sunnyvale-Santa Clara (Ca),2014,7.6,17.65,,,
San Jose-Sunnyvale-Santa Clara (Ca),2015,4.3,18.55,24.1,,
San Jose-Sunnyvale-Santa Clara (Ca),2016,4.95,16.35,21.2,,
San Jose-Sunnyvale-Santa Clara (Ca),2017,5.1,19.65,23.0,,
San Jose-Sunnyvale-Santa Clara (Ca),2018,,20.6,22.6,,
San Jose-Sunnyvale-Santa Clara (Ca),2019,4.9,18.1,20.0,,
San Juan-Carolina-Caguas (Pr),2017,,23.0,,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2010,8.2,24.6,5.5,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2011,6.7,,5.3,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2012,6.2,29.35,4.6,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2013,6.8,34.6,5.4,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2014,9.4,30.7,,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2015,11.1,27.2,4.8,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2016,,30.25,3.9,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2017,7.95,34.5,4.1,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2018,5.9,28.0,3.7,,
San Luis Obispo-Paso Robles-Arroyo Grande (Ca),2019,,23.47,3.1,,
Santa Cruz-Watsonville (Ca),2017,7.1,,,,
Santa Maria-Santa Barbara (Ca),2010,,18.05,5.91,,
Santa Maria-Santa Barbara (Ca),2011,7.7,19.25,5.94,,
Santa Maria-Santa Barbara (Ca),2012,,20.3,5.96,,
Santa Maria-Santa Barbara (Ca),2013,,19.45,5.49,,
Santa Maria-Santa Barbara (Ca),2014,,17.4,3.43,,
Santa Maria-Santa Barbara (Ca),2015,,19.9,4.73,,
Santa Maria-Santa Barbara (Ca),2016,7.0,,3.94,,
Santa Maria-Santa Barbara (Ca),2017,,23.3,3.21,,
Santa Maria-Santa Barbara (Ca),2018,,,3.86,,
Santa Maria-Santa Barbara (Ca),2019,4.8,14.8,3.45,,
Santa Rosa (Ca),2010,,10.1,,38.4458,-122.7067
Santa Rosa (Ca),2010,,10.1,,26.2561,-97.8252
Santa Rosa (Ca),2010,,10.1,,34.9361,-104.6769
Santa Rosa (Ca),2010,,10.1,,32.3325,-112.0464
Santa Rosa (Ca),2011,,11.5,,38.4458,-122.7067
Santa Rosa (Ca),2011,,11.5,,26.2561,-97.8252
Santa Rosa (Ca),2011,,11.5,,34.9361,-104.6769
Santa Rosa (Ca),2011,,11.5,,32.3325,-112.0464
Santa Rosa (Ca),2012,,10.6,,38.4458,-122.7067
Santa Rosa (Ca),2012,,10.6,,26.2561,-97.8252
Santa Rosa (Ca),2012,,10.6,,34.9361,-104.6769
Santa Rosa (Ca),2012,,10.6,,32.3325,-112.0464
Santa Rosa (Ca),2013,,11.35,,38.4458,-122.7067
Santa Rosa (Ca),2013,,11.35,,26.2561,-97.8252
Santa Rosa (Ca),2013,,11.35,,34.9361,-104.6769
Santa Rosa (Ca),2013,,11.35,,32.3325,-112.0464
Santa Rosa (Ca),2014,,11.1,,38.4458,-122.7067
Santa Rosa (Ca),2014,,11.1,,26.2561,-97.8252
Santa Rosa (Ca),2014,,11.1,,34.9361,-104.6769
Santa Rosa (Ca),2014,,11.1,,32.3325,-112.0464
Santa Rosa (Ca),2015,,12.45,,38.4458,-122.7067
Santa Rosa (Ca),2015,,12.45,,26.2561,-97.8252
Santa Rosa (Ca),2015,,12.45,,34.9361,-104.6769
Santa Rosa (Ca),2015,,12.45,,32.3325,-112.0464
Santa Rosa (Ca),2016,,12.9,,38.4458,-122.7067
Santa Rosa (Ca),2016,,12.9,,26.2561,-97.8252
Santa Rosa (Ca),2016,,12.9,,34.9361,-104.6769
Santa Rosa (Ca),2016,,12.9,,32.3325,-112.0464
Santa Rosa (Ca),2017,,13.6,,38.4458,-122.7067
Santa Rosa (Ca),2017,,13.6,,26.2561,-97.8252
Santa Rosa (Ca),2017,,13.6,,34.9361,-104.6769
Santa Rosa (Ca),2017,,13.6,,32.3325,-112.0464
Santa Rosa (Ca),2018,,16.0,,38.4458,-122.7067
Santa Rosa (Ca),2018,,16.0,,26.2561,-97.8252
Santa Rosa (Ca),2018,,16.0,,34.9361,-104.6769
Santa Rosa (Ca),2018,,16.0,,32.3325,-112.0464
Santa Rosa (Ca),2019,,12.9,,38.4458,-122.7067
Santa Rosa (Ca),2019,,12.9,,26.2561,-97.8252
Santa Rosa (Ca),2019,,12.9,,34.9361,-104.6769
Santa Rosa (Ca),2019,,12.9,,32.3325,-112.0464
Savannah (Ga),2014,9.7,,,32.0286,-81.1821
Savannah (Ga),2014,9.7,,,35.221,-88.236
Savannah (Ga),2014,9.7,,,33.2257,-96.9081
Savannah (Ga),2014,9.7,,,39.9391,-94.8279
Savannah (Ga),2014,9.7,,,40.9666,-82.3661
Scottsbluff (Ne),2010,5.3,,,41.8684,-103.6616
Scottsbluff (Ne),2011,4.8,,,41.8684,-103.6616
Scottsbluff (Ne),2013,5.1,,,41.8684,-103.6616
Scranton--Wilkes-Barre--Hazleton (Pa),2010,,,17.1,,
Scranton--Wilkes-Barre--Hazleton (Pa),2011,,14.4,,,
Scranton--Wilkes-Barre--Hazleton (Pa),2013,,,15.4,,
Scranton--Wilkes-Barre--Hazleton (Pa),2014,,,20.0,,
Scranton--Wilkes-Barre--Hazleton (Pa),2015,,,20.3,,
Scranton--Wilkes-Barre--Hazleton (Pa),2016,,12.8,,,
Scranton--Wilkes-Barre--Hazleton (Pa),2017,,11.3,,,
Scranton--Wilkes-Barre--Hazleton (Pa),2018,,11.9,,,
Sheridan (Wy),2014,,9.1,,44.7961,-106.9642
Sheridan (Wy),2014,,9.1,,45.096,-123.3983
Sheridan (Wy),2014,,9.1,,39.6468,-105.0182
Sheridan (Wy),2014,,9.1,,34.2996,-92.4223
Sheridan (Wy),2014,,9.1,,40.132,-86.2198
Sheridan (Wy),2014,,9.1,,41.5293,-88.6804
